YrType,BS|Pollock,AI|Pollock,Bogslof|Pollock,BSAI|Pacific cod,BS|Pacific cod,AI|Pacific cod,BSAI Total|Sablefish,Alaska Total|Sablefish,BS|Sablefish,AI|Sablefish,BSAI|Yellowfin Sole,BSAI|Greenland Turbot,BS|Greenland Turbot,AI|Greenland Turbot,BSAI|Arrowtooth Flounder,BSAI|Kamchatka Flounder,BSAI|Rock Sole,BSAI|Flathead Sole,BSAI|Alaska Plaice,BSAI|Other Flatfish,BSAI|Pacific Ocean Perch,BS|Pacific Ocean Perch,AI Total|Pacific Ocean Perch,EAI|Pacific Ocean Perch,CAI|Pacific Ocean Perch,WAI|Pacific Ocean Perch,BSAI|Sharpchin/Northern,BS|Sharpchin/Northern,AI|Sharpchin/Northern,BSAI|Northern Rockfish,BS|Northern Rockfish,AI|Northern Rockfish,BSAI|Blackspotted/Rougheye Rockfish,BS/EAI|Blackspotted/Rougheye Rockfish,CAI/WAI|Blackspotted/Rougheye Rockfish,BSAI|Shortraker Rockfish,BSAI|Shortraker Rockfish,BS|Shortraker Rockfish,AI|Shortraker Rockfish,BS|Other Red Rockfish,AI|Other Red Rockfish,BSAI|Other Rockfish,BS|Other Rockfish,AI|Other Rockfish,BSAI|Atka Mackerel,EAI/BS|Atka Mackerel,CAI|Atka Mackerel,WAI|Atka Mackerel,BSAI|Skates,BSAI|Sculpins,BSAI|Sharks,BSAI|Squids,BSAI|Octopuses,BSAI|Other Species,BSAI|Total
1999|OFL,1720000,31700,21000,264000,0,0,0,0,2090,2890,308000,29700,n/a,n/a,219000,0,444000,118000,0,248000,0,3600,19100,n/a,n/a,n/a,0,0,5640,0,0,0,0,0,0,0,0,0,1290,356,0,0,492,913,148000,n/a,n/a,n/a,0,0,0,2620,0,129000,3719391
1999|ABC,992000,23800,15300,177000,0,0,0,0,1340,1860,212000,14200,9514,4686,140000,0,309000,77300,0,154000,0,1900,13500,3430,3850,6220,0,0,4230,0,0,0,0,0,0,0,0,0,965,267,0,0,369,685,73300,17000,25600,30700,0,0,0,1970,0,32860,2247846
1999|TAC,992000,2000,1000,177000,0,0,0,0,1340,1380,207980,9000,6030,2970,134354,0,120000,77300,0,154000,0,1400,13500,3430,3850,6220,0,0,4230,0,0,0,0,0,0,0,0,0,965,267,0,0,369,685,66400,17000,22400,27000,0,0,0,1970,0,32860,2000000
1999|iTAC,892800,1800,900,150450,0,0,0,0,569,293,176783,7651,5126,2525,114201,0,102000,65705,0,130900,0,1190,11476,2916,3273,5287,0,0,3596,0,0,0,0,0,0,0,0,0,821,227,0,0,314,583,56440,14450,19040,22950,0,0,0,1675,0,27931,1748305
1999|CDQ,99200,200,100,13275,0,0,0,0,184,232,15598,674,452,222,10076,0,9000,5797,0,11550,0,105,1011,257,288,466,0,0,317,0,0,0,0,0,0,0,0,0,72,20,0,0,27,51,4980,1275,1680,2025,0,0,0,0,0,2464,174933
1998|OFL,2060000,31700,8750,336000,0,0,0,0,2160,2230,314000,22300,n/a,n/a,230000,0,449000,190000,0,253000,0,3300,20700,n/a,n/a,n/a,0,0,5640,0,0,0,0,0,0,0,0,0,1290,356,0,0,492,913,134000,n/a,n/a,n/a,0,0,0,2620,0,134000,4202451
1998|ABC,1110000,23800,6410,210000,0,0,0,0,1300,1380,220000,15000,n/a,n/a,147000,0,312000,132000,0,164000,0,1400,12100,3070,3450,5580,0,0,4230,0,0,0,0,0,0,0,0,0,965,267,0,0,369,685,64300,14900,22400,27000,0,0,0,1970,0,25800,2454976
1998|TAC,1110000,23800,1000,210000,0,0,0,0,1300,1380,220000,15000,10050,4950,16000,0,100000,100000,0,89434,0,1400,12100,3070,3450,5580,0,0,4230,0,0,0,0,0,0,0,0,0,965,267,0,0,369,685,64300,14900,22400,27000,0,0,0,1970,0,25800,2000000
1998|iTAC,943500,20230,850,178500,0,0,0,0,553,293,187000,12750,8543,4208,13600,0,85000,85000,0,76019,0,1190,10285,2610,2933,4743,0,0,3596,0,0,0,0,0,0,0,0,0,820,227,0,0,314,582,54655,12665,19040,22950,0,0,0,1675,0,21930,1698568
1998|CDQ,83250,1785,75,15750,0,0,0,0,179,233,16500,1125,754,371,1200,0,7500,7500,0,6708,0,105,908,230,259,419,0,0,317,0,0,0,0,0,0,0,0,0,72,20,0,0,28,51,4823,1118,1680,2025,0,0,0,148,0,1935,150211
1997|OFL,1980000,38000,43800,418000,0,0,0,0,2750,2860,339000,22600,n/a,n/a,167000,0,427000,145000,0,150000,0,5400,25300,n/a,n/a,n/a,0,0,5810,0,0,0,0,0,0,0,0,0,1250,1400,0,0,497,952,81600,n/a,n/a,n/a,0,0,0,2620,0,138000,3998839
1997|ABC,1130000,28000,32100,306000,0,0,0,0,1308,1367,233000,12350,8275,4075,108000,0,296000,101000,0,97500,0,2800,12800,3240,3170,6390,0,0,4360,0,0,0,0,0,0,0,0,0,938,1050,0,0,373,714,66700,15000,19500,32200,0,0,0,1970,0,25800,2464130
1997|TAC,1130000,28000,1000,270000,0,0,0,0,1100,1200,230000,9000,6030,2970,20760,0,97185,43500,0,50750,0,2800,12800,3240,3170,6390,0,0,4360,0,0,0,0,0,0,0,0,0,938,1050,0,0,373,714,66700,15000,19500,32200,0,0,0,1970,0,25800,2000000
1997|iTAC,960500,23800,850,229500,0,0,0,0,468,255,195500,7650,5125,2525,17646,0,82607,36975,0,43138,0,2380,10880,2754,2695,5431,0,0,3706,0,0,0,0,0,0,0,0,0,797,893,0,0,317,607,56695,12750,16575,27370,0,0,0,1675,0,21930,1698769
1997|CDQ,84750,2100,75,n/a,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,0,0,0,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,n/a,0,n/a,n/a
1996|OFL,1460000,47000,121000,420000,0,0,3300,0,n/a,n/a,342000,25100,n/a,n/a,162000,0,420000,140000,0,120000,0,2860,25200,n/a,n/a,n/a,0,0,5810,0,0,0,0,0,0,0,0,0,1250,1400,0,0,497,952,164000,n/a,n/a,n/a,0,0,0,3000,0,137000,3602369
1996|ABC,1190000,35600,121000,305000,0,0,2500,0,1200,1300,278000,10300,6900,3400,129000,0,361000,116000,0,102000,0,1800,12100,3025,3025,6050,0,0,5810,0,0,0,0,0,0,0,0,0,1250,1400,0,0,497,952,116000,26700,33600,55700,0,0,0,3000,0,27600,2820809
1996|TAC,1190000,35600,1000,270000,0,0,2300,0,1100,1200,200000,7000,4667,2333,9000,0,70000,30000,0,35000,0,1800,12100,3025,3025,6050,0,0,5229,0,0,0,0,0,0,0,0,0,1125,1260,0,0,447,857,106157,26700,33600,45857,0,0,0,1000,0,20125,2000000
1996|iTAC,1011500,30260,850,229500,0,0,723,0,468,255,170000,5950,3967,1983,7650,0,59500,25500,0,29750,0,1530,10285,2571,2571,5143,0,0,4445,0,0,0,0,0,0,0,0,0,956,1071,0,0,380,728,90233,22695,28560,38978,0,0,0,850,0,17106,1698767
1996|CDQ,89250,2670,75,n/a,0,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,0,0,0,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,n/a,0,n/a,n/a
1995|OFL,1500000,60400,22100,390000,0,0,4900,0,n/a,n/a,319000,27200,n/a,n/a,138000,0,388000,167000,0,137000,0,2910,15900,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,365,770,335000,n/a,n/a,n/a,0,0,0,3110,0,136000,3655945
1995|ABC,1250000,56600,22100,328000,0,0,3800,0,1600,2200,277000,7000,4669,2331,113000,0,347000,138000,0,117000,0,1850,10500,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,365,770,125000,13500,55900,55600,0,0,0,3110,0,27600,2836985
1995|TAC,1250000,56600,1000,250000,0,0,3800,0,1600,2200,190000,7000,4669,2331,10227,0,60000,30000,0,19540,0,1850,10500,0,0,0,0,0,5103,0,0,0,0,0,0,0,0,0,1098,1260,0,0,329,693,80000,13500,50000,16500,0,0,0,1000,0,20000,2000000
1995|iTAC,1062500,48110,850,212500,0,0,3230,0,1360,1870,161500,5950,3969,1981,8693,0,51000,25500,0,16609,0,1573,8925,0,0,0,0,0,4338,0,0,0,0,0,0,0,0,0,933,1070,0,0,280,589,68000,11475,42500,14025,0,0,0,850,0,17000,1700000
1995|CDQ,93750,4245,75,n/a,0,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0,n/a,0,n/a,n/a,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,n/a,0,n/a,n/a
1994|OFL,1590000,60400,31750,228000,0,0,0,0,670,3490,269000,24800,n/a,n/a,130000,0,363000,0,0,270000,0,2920,16600,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,365,770,484000,n/a,n/a,n/a,0,0,0,3110,0,141000,3628165
1994|ABC,1330000,56600,31750,191000,0,0,0,0,540,2800,230000,7000,n/a,n/a,93400,0,313000,0,0,225000,0,1910,10900,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,365,770,122500,13475,55125,53900,0,0,0,3110,0,27500,2656435
1994|TAC,1330000,56600,1000,191000,0,0,0,0,540,2800,150325,7000,4667,2333,10000,0,75000,0,0,56000,0,1910,10900,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,365,770,68000,13475,44525,10000,0,0,0,3110,0,26390,2000000
1994|iTAC,1130500,48110,850,162350,0,0,0,0,459,2380,127776,5950,3967,1983,8500,0,63750,0,0,47600,0,1624,9265,0,0,0,0,0,4820,0,0,0,0,0,0,0,0,0,1037,1190,0,0,310,655,57800,11454,37846,8500,0,0,0,2644,0,22432,1700000
1994|CDQ,99750,4245,75,n/a,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,n/a,0,n/a,n/a
1993|OFL,1340000,62600,42000,192000,0,0,0,0,2000,3500,275000,10500,0,0,96000,0,270000,0,0,228000,0,3750,16800,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,400,925,771000,0,0,0,0,0,0,3400,0,26600,3352765
1993|ABC,1340000,58700,42000,164500,0,0,0,0,1500,2600,238000,7000,0,0,72000,0,185000,0,0,191000,0,3330,13900,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,400,925,117100,0,0,0,0,0,0,3400,0,26600,2476245
1993|TAC,1300000,51600,1000,164500,0,0,0,0,1500,2600,220000,7000,0,0,10000,0,75000,0,0,79000,0,3330,13900,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0,1100,1200,0,0,360,830,32000,0,0,0,0,0,0,2000,0,26600,1998620
1993|iTAC,1105000,43860,850,139825,0,0,0,0,1275,2210,187000,5950,0,0,8500,0,63750,0,0,67150,0,2831,11815,0,0,0,0,0,4335,0,0,0,0,0,0,0,0,0,935,1020,0,0,306,706,27200,0,0,0,0,0,0,1700,0,22610,1698827
1993|CDQ,97500,3870,75,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,n/a,n/a,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1992|OFL,1770000,62400,25000,188000,0,0,0,0,1840,4030,452000,34600,0,0,114000,0,260800,0,0,289000,0,3540,11700,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,400,925,435000,0,0,0,0,0,0,3600,0,27200,3692325
1992|ABC,1490000,51600,25000,182000,0,0,0,0,1400,3000,372000,7000,0,0,82300,0,260800,0,0,199600,0,3540,11700,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,400,925,43000,0,0,0,0,0,0,3600,0,27200,2773355
1992|TAC,1300000,51600,1000,182000,0,0,0,0,1400,3000,235000,7000,0,0,10000,0,40000,0,0,79000,0,3540,11700,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,1220,1400,0,0,400,925,43000,0,0,0,0,0,0,2000,0,20000,1999855
1992|iTAC,1105000,43860,850,154700,0,0,0,0,1190,2550,199750,5950,0,0,8500,0,34000,0,0,67150,0,3009,9945,0,0,0,0,0,4820,0,0,0,0,0,0,0,0,0,1037,1190,0,0,340,786,36550,0,0,0,0,0,0,1700,0,17000,1699877
1992|CDQ,n/a,n/a,n/a,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,n/a,n/a,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1991|OFL,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1991|ABC,1676000,101460,0,229000,0,0,0,0,3100,3200,250600,7000,0,0,116400,0,246500,0,0,219700,0,4570,10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,4685,0,400,925,24000,0,0,0,0,0,0,3800,0,28700,2932485
1991|TAC,1300000,85000,0,229000,0,0,0,0,3100,3200,135000,7000,0,0,20000,0,90000,0,0,64675,0,4570,10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,4685,0,400,925,24000,0,0,0,0,0,0,1000,0,15000,2000000
1991|iTAC,1105000,72250,0,194650,0,0,0,0,2634,2720,114750,5950,0,0,17000,0,76500,0,0,54974,0,3885,9159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,3982,0,340,786,20400,0,0,0,0,0,0,850,0,12750,1700000
1991|CDQ,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1990|OFL,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1990|ABC,1450000,153600,0,417000,0,0,0,0,2700,4500,278900,7000,0,0,106500,0,216300,0,0,188000,0,6300,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1100,24000,0,0,0,0,0,0,10000,0,55500,2938500
1990|TAC,1280000,100000,0,227000,0,0,0,0,2700,4500,207650,7000,0,0,10000,0,60000,0,0,60150,0,6300,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1100,21000,0,0,0,0,0,0,500,0,5000,2000000
1990|iTAC,1088000,85000,0,192950,0,0,0,0,2295,3825,176502,5950,0,0,8500,0,51000,0,0,51128,0,5355,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,935,17850,0,0,0,0,0,0,425,0,4250,1700000
1990|CDQ,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1989|OFL,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1989|ABC,1340000,117900,0,370600,0,0,0,0,2800,3400,241000,20300,0,0,163700,0,171000,0,0,155900,0,6000,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1100,21000,0,0,0,0,0,0,10000,0,59000,2700700
1989|TAC,1340000,13450,0,230681,0,0,0,0,2800,3400,182675,8000,0,0,6000,0,90762,0,0,75183,0,5000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1100,20285,0,0,0,0,0,0,1000,0,13264,2000000
1989|iTAC,1139000,11432,0,196079,0,0,0,0,2380,2890,155274,6800,0,0,5100,0,77148,0,0,63906,0,4250,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,935,17242,0,0,0,0,0,0,850,0,11274,1700000
1989|CDQ,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,n/a,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1988|OFL,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1988|ABC,1500000,160000,0,385300,0,0,0,0,3400,5800,254000,14100,0,0,99500,0,0,0,0,331900,0,6000,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1100,21000,0,0,0,0,0,0,10000,0,54000,2863100
1988|TAC,1300000,45000,0,200000,0,0,0,0,3400,5000,254000,11200,0,0,5531,0,0,0,0,131369,0,5000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1100,21000,0,0,0,0,0,0,1000,0,10000,2000000
1988|iTAC,1105000,38250,0,170000,0,0,0,0,2890,4250,215900,9520,0,0,4701,0,0,0,0,111664,0,4250,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,935,17850,0,0,0,0,0,0,850,0,8500,1700000
1988|CDQ,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1987|OFL,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1987|ABC,UN,UN,0,UN,0,0,0,0,UN,UN,UN,UN,0,0,UN,0,0,0,0,UN,0,UN,UN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UN,UN,UN,0,0,0,0,0,0,UN,0,UN,UN
1987|TAC ,1200000,88000,0,280000,0,0,0,0,3700,4000,187000,20000,0,0,9795,0,0,0,0,148300,0,2850,8175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1430,30800,0,0,0,0,0,0,500,0,15000,2000000
1987|iTAC,UN,UN,0,UN,0,0,0,0,UN,UN,UN,UN,0,0,UN,0,0,0,0,UN,0,UN,UN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UN,UN,UN,0,0,0,0,0,0,UN,0,UN,UN
1987|CDQ,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1986|OFL,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a
1986|ABC,UN,UN,0,UN,0,0,0,0,UN,UN,UN,UN,0,0,UN,0,0,0,0,UN,0,UN,UN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UN,UN,UN,0,0,0,0,0,0,UN,0,UN,UN
1986|TAC ,1200000,100000,0,229000,0,0,0,0,2250,4200,209500,33000,0,0,20000,0,0,0,0,124200,0,825,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,5800,30800,0,0,0,0,0,0,5000,0,27800,2000000
1986|iTAC,UN,UN,0,UN,0,0,0,0,UN,UN,UN,UN,0,0,UN,0,0,0,0,UN,0,UN,UN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UN,UN,UN,0,0,0,0,0,0,UN,0,UN,UN
1986|CDQ,n/a,n/a,0,n/a,0,0,0,0,n/a,n/a,n/a,n/a,0,0,n/a,0,0,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,0,0,0,0,0,0,n/a,0,n/a,n/a