YrType,Pollock|Shumagin (610),Pollock|Chirikof (620),Pollock|610/620,Pollock|Kodiak (630),Pollock|610/620/630 (subtotal),Pollock|Shelikof,Pollock|WYK (640),Pollock|W/C/WYK (subtotal),Pollock|SEO (650),Pollock|WYK/SEO (subtotal),Pollock|E,Pollock|Total,Pacific cod|W,Pacific cod|C ,Pacific cod|E,Pacific cod|Total,Sablefish|W,Sablefish|C,Sablefish|E,Sablefish|WYK  ,Sablefish|SEO  ,Sablefish|EYK,Sablefish|SEO/EYK,Sablefish|E (WYK and SEO subtotal),Sablefish|Total,Shallow-water Flatfish|W,Shallow-water Flatfish|C,Shallow-water Flatfish|E,Shallow-water Flatfish|WYK,Shallow-water Flatfish|SEO,Shallow-water Flatfish|Total,Deep-water Flatfish|W,Deep-water Flatfish|C,Deep-water Flatfish|E,Deep-water Flatfish|WYK,Deep-water Flatfish|SEO,Deep-water Flatfish|Total,Other Flounder|W,Other Flounder|C,Other Flounder|E,Other Flounder|Total,Rex Sole|W,Rex Sole|C,Rex Sole|E,Rex Sole|WYK,Rex Sole|SEO,Rex Sole|Total,Arrowtooth Flounder|W,Arrowtooth Flounder|C,Arrowtooth Flounder|E,Arrowtooth Flounder|WYK,Arrowtooth Flounder|SEO,Arrowtooth Flounder|Total,Flathead Sole|W,Flathead Sole|C,Flathead Sole|E,Flathead Sole|WYK,Flathead Sole|SEO,Flathead Sole|Total,Pacific Ocean Perch|W,Pacific Ocean Perch|C,Pacific Ocean Perch|E,Pacific Ocean Perch|WYK,Pacific Ocean Perch|W/C/WYK  ,Pacific Ocean Perch|SEO,Pacific Ocean Perch|E (WYK and SEO subtotal),Pacific Ocean Perch|Total,Northern Rockfish|W,Northern Rockfish|C,Northern Rockfish|E,Northern Rockfish|Total,Shortraker Rockfish|W,Shortraker Rockfish|C,Shortraker Rockfish|E,Shortraker Rockfish|Total,Shortraker/Rougheye Rockfish|W,Shortraker/Rougheye Rockfish|C,Shortraker/Rougheye Rockfish|E,Shortraker/Rougheye Rockfish|Total,Dusky Rockfish (pelagic shelf rockfish)|W,Dusky Rockfish (pelagic shelf rockfish)|C,Dusky Rockfish (pelagic shelf rockfish)|WYK,Dusky Rockfish (pelagic shelf rockfish)|SEO,Dusky Rockfish (pelagic shelf rockfish)|Total,Pelagic Shelf Rockfish|W,Pelagic Shelf Rockfish|C,Pelagic Shelf Rockfish|E,Pelagic Shelf Rockfish|WYK,Pelagic Shelf Rockfish|SEO,Pelagic Shelf Rockfish|Total,Rougheye and Blackspotted Rockfish|W,Rougheye and Blackspotted Rockfish|C,Rougheye and Blackspotted Rockfish|E,Rougheye and Blackspotted Rockfish|Total,Demersal Shelf Rockfish|SEO,Thornyhead Rockfish|W,Thornyhead Rockfish|C,Thornyhead Rockfish|E,Thornyhead Rockfish|Total (GW),Other Rockfish|W,Other Rockfish|C,Other Rockfish|W and C,Other Rockfish|E,Other Rockfish|WYK,Other Rockfish|SEO,Other Rockfish|GW,Other Rockfish|Total,Atka Mackerel|W,Atka Mackerel|C,Atka Mackerel|E,Atka Mackerel|Total (GW),Big Skates|W,Big Skates|C,Big Skates|E,Big Skates|Total,Longnose Skates|W,Longnose Skates|C,Longnose Skates|E,Longnose Skates|Total,Other Skates|GW,Other Species|W,Other Species|C,Other Species|E,Other Species|Total (GW),Sculpins|GW,Sharks|GW,Squids|GW,Octopus|GW,Total|Total
2001|ABC,35240,14260,,26650,,20680,2520,99350,6460,,,105810,24400,38650,4750,67800,2010,5410,,2060,3360,,,5420,12840,19510,16400,,790,1160,37860,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,16480,99590,,24220,7860,148150,8490,15720,,1440,620,26270,1280,9610,,870,,1750,2620,13510,600,4280,0,4880,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,330,420,970,920,2310,20,740,,,250,3890,,4900,,,,600,,,,,,,,,,,,,n/a,,,,,447710
2001|TAC,31724,12841,,23996,,18619,2235,89415,6460,,,95875,18300,30250,3560,52110,2010,5410,,2060,3360,,,5420,12840,4500,12950,,790,1160,19400,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,8000,25000,,2500,2500,38000,2000,5000,,1440,620,9060,1280,9610,,870,,1750,2620,13510,600,4280,0,4880,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,330,420,970,920,2310,20,740,,,150,100,,1010,,,,600,,,,,,,,,,,,,13619,,,,,285994
2000|OFL,n/a,n/a,,n/a,,n/a,n/a,130760,8610,,,139370,n/a,n/a,n/a,102000,n/a,n/a,,n/a,n/a,,,n/a,16660,n/a,n/a,,n/a,n/a,45330,n/a,n/a,,n/a,n/a,6980,,,,,n/a,n/a,,n/a,n/a,12300,n/a,n/a,,n/a,n/a,173910,n/a,n/a,,n/a,n/a,34210,1460,10930,,n/a,,n/a,3000,15390,n/a,n/a,n/a,7510,,,,,n/a,n/a,n/a,2510,,,,,,n/a,n/a,,n/a,n/a,9040,,,,,420,n/a,n/a,n/a,2820,n/a,n/a,,,n/a,n/a,,6390,,,,6200,,,,,,,,,,,,,n/a,,,,,581040
2000|ABC,32340,13372,,24501,,20987,2340,93540,6460,,,100000,27500,43550,5350,76400,1840,5730,,2207,3553,,,5760,13330,19510,16400,,790,1160,37860,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,16160,97710,,23770,7720,145360,8490,15720,,1440,620,26270,1240,9240,,840,,1700,2540,13020,630,4490,0,5120,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,340,430,990,940,2360,20,740,,,250,3890,,4900,,,,600,,,,,,,,,,,,,n/a,,,,,448010
2000|TAC,32340,13372,,24501,,20987,2340,93540,6460,,,100000,20625,34080,4010,58715,1840,5730,,2207,3553,,,5760,13330,4500,12950,,790,1160,19400,280,2710,,1240,1070,5300,,,,,1230,5660,,1540,1010,9440,5000,25000,,2500,2500,35000,2000,5000,,1440,620,9060,1240,9240,,840,,1700,2540,13020,630,4490,0,5120,,,,,210,930,590,1730,,,,,,550,4080,,580,770,5980,,,,,340,430,990,940,2360,20,740,,,250,3890,,4900,,,,600,,,,,,,,,,,,,14215,,,,,298510
1999|OFL,n/a,n/a,,n/a,134100,,n/a,,n/a,12300,,146400,n/a,n/a,n/a,134000,n/a,n/a,,n/a,n/a,,,n/a,19720,n/a,n/a,,n/a,n/a,59540,n/a,n/a,,n/a,n/a,8070,,,,,n/a,n/a,,n/a,n/a,11920,n/a,n/a,,n/a,n/a,308880,n/a,n/a,,n/a,n/a,34010,2610,9520,,n/a,,n/a,6360,18490,n/a,n/a,n/a,9420,,,,,n/a,n/a,n/a,2740,,,,,,n/a,n/a,,n/a,n/a,8190,,,,,950,n/a,n/a,n/a,2800,n/a,n/a,,,n/a,n/a,,7560,,,,6200,,,,,,,,,,,,,n/a,,,,,778890
1999|ABC,23120,38840,,30520,92480,,n/a,,n/a,8440,,100920,29540,53170,1690,84400,1820,5590,,n/a,n/a,,,5290,12700,22570,19260,,250,1070,43150,240,2740,,1720,1350,6050,,,,,1190,5490,,850,1620,9150,34400,155930,,13260,13520,217110,8440,15630,,1270,770,26110,1850,6760,,820,,3690,4510,13120,840,4150,0,4990,,,,,160,970,460,1590,,,,,,530,3370,,740,240,4880,,,,,560,260,700,1030,1990,20,650,,,470,4130,,5270,,,,600,,,,,,,,,,,,,n/a,,,,,532590
1999|TAC,23120,38840,,30520,92480,,2110,,6330,8440,,100920,23630,42935,1270,67835,1820,5590,,2090,3200,,,5290,12700,4500,12950,,250,1070,18770,240,2740,,1720,1350,6050,,,,,1190,5490,,850,1620,9150,5000,25000,,2500,2500,35000,2000,5000,,1270,770,9040,1850,6760,,820,,3160,3980,12590,840,4150,0,4990,,,,,160,970,460,1590,,,,,,530,3370,,740,240,4880,,,,,560,260,700,1030,1990,20,650,,,470,4130,,5270,,,,600,,,,,,,,,,,,,14600,,,,,306535
1998|OFL,n/a,n/a,,n/a,170500,,,,,,15600,186100,n/a,n/a,n/a,141000,n/a,n/a,n/a,n/a,n/a,,,,23450,n/a,n/a,n/a,,,59540,n/a,n/a,n/a,,,9440,,,,,n/a,n/a,n/a,,,11920,n/a,n/a,n/a,,,295970,n/a,n/a,n/a,,,34010,2550,9320,6220,,,,,18090,n/a,n/a,n/a,9420,,,,,n/a,n/a,n/a,2740,,,,,,n/a,n/a,n/a,,,8040,,,,,950,n/a,n/a,n/a,2840,n/a,n/a,,n/a,,,,7560,,,,6200,,,,,,,,,,,,,n/a,,,,,817270
1998|ABC,29790,50045,,39315,119150,,,,,,10850,130000,27260,49080,1560,77900,1840,6320,5960,n/a,n/a,,,,14120,22570,19260,1320,,,43150,340,3690,3140,,,7170,,,,,1190,5490,2470,,,9150,33010,149640,25690,,,208340,8440,15630,2040,,,26110,1810,6600,4410,,,,,12820,840,4150,10,5000,,,,,160,970,460,1590,,,,,,620,3260,1000,,,4880,,,,,560,250,710,1040,2000,20,650,,4590,,,,5260,,,,600,,,,,,,,,,,,,n/a,,,,,548650
1998|TAC,29790,50045,,39315,119150,,,,,,5580,124730,23170,41720,1170,66060,1840,6320,298,2175,3487,,,,14120,4500,12950,1180,,,18630,340,3690,3140,,,7170,,,,,1190,5490,2470,,,9150,5000,25000,5000,,,35000,2000,5000,2040,,,9040,1810,6600,2366,,,,,10776,840,4150,10,5000,,,,,160,970,460,1590,,,,,,620,3260,1000,,,4880,,,,,560,250,710,1040,2000,20,650,,1500,,,,2170,,,,600,,,,,,,,,,,,,15570,,,,,327046
1997|OFL,n/a,n/a,,n/a,103500,,,,,,7770,111270,n/a,n/a,n/a,180000,n/a,n/a,,n/a,n/a,,,,39950,n/a,n/a,n/a,,,59540,n/a,n/a,n/a,,,9440,,,,,n/a,n/a,n/a,,,11920,n/a,n/a,n/a,,,280800,n/a,n/a,n/a,,,34010,2790,10180,6790,,,,,19760,n/a,n/a,n/a,9420,,,,,n/a,n/a,n/a,2740,,,,,,n/a,n/a,n/a,,,8400,,,,,1450,,,,2400,n/a,n/a,,n/a,,,,7560,,,,6200,,,,,,,,,,,,,n/a,,,,,784860
1997|ABC,18600,31250,,24550,74400,,,,,,5580,79980,28500,51400,1600,81500,1860,6410,,2410,3840,,,,14520,22570,19260,1320,,,43150,340,3690,3140,,,7170,,,,,1190,5490,2470,,,9150,31340,142100,24400,,,197840,8440,15630,2040,,,26110,1840,6690,4460,,,,,12990,840,4150,10,5000,,,,,160,970,460,1590,,,,,,570,3580,990,,,5140,,,,,950,,,,1700,20,650,,4590,,,,5260,,,,1000,,,,,,,,,,,,,n/a,,,,,493050
1997|TAC,18600,31250,,24550,74400,,,,,,5580,79980,24225,43690,1200,69115,1860,6410,,2410,3840,,,,14520,4500,12950,1180,,,18630,340,3690,3140,,,7170,,,,,1190,5490,2470,,,9150,5000,25000,5000,,,35000,2000,5000,2040,,,9040,1472,5352,2366,,,,,9190,840,4150,10,5000,,,,,160,970,460,1590,,,,,,570,3580,990,,,5140,,,,,950,,,,1700,20,650,,1500,,,,2170,,,,1000,,,,,,,,,,,,,13470,,,,,282815
1996|OFL,n/a,82000,,n/a,n/a,,,,,,4400,86400,n/a,n/a,n/a,88000,n/a,n/a,,n/a,n/a,,,,22800,n/a,n/a,n/a,,,60262,n/a,n/a,n/a,,,17040,,,,,n/a,n/a,n/a,,,13091,n/a,n/a,n/a,,,231416,n/a,n/a,n/a,,,31557,1840,4870,3455,,,,,10165,n/a,n/a,n/a,9926,,,,,n/a,n/a,n/a,2925,,,,,,n/a,n/a,n/a,,,8704,,,,,1702,,,,2200,n/a,n/a,,n/a,,,,8395,n/a,n/a,n/a,9800,,,,,,,,,,,,,n/a,,,,,604383
1996|ABC,25480,12840,,13680,52000,,,,,,2810,54810,18850,42900,3250,65000,2200,6900,,3040,4940,,,,17080,8880,17170,2740,,,28790,670,8150,5770,,,14590,,,,,1350,7050,2810,,,11210,28400,141290,28440,,,198130,26280,23140,2850,,,52270,1460,3860,2740,,,,,8060,640,4610,20,5270,,,,,170,1210,530,1910,,,,,,910,3200,1080,,,5190,,,,,950,,,,1560,180,1170,,5760,,,,7110,n/a,n/a,n/a,3240,,,,,,,,,,,,,n/a,,,,,475170
1996|TAC,25480,12840,,13680,52000,,,,,,2810,54810,18850,42900,3250,65000,2200,6900,,3040,4940,,,,17080,4500,12950,1180,,,18630,460,7500,3120,,,11080,,,,,800,7050,1840,,,9690,5000,25000,5000,,,35000,2000,5000,2740,,,9740,1260,3333,2366,,,,,6959,640,4610,20,5270,,,,,170,1210,530,1910,,,,,,910,3200,1080,,,5190,,,,,950,,,,1248,100,1170,,750,,,,2020,2310,925,5,3240,,,,,,,,,,,,,12390,,,,,260207
1995|OFL,n/a,266000,,n/a,n/a,,,,,,14400,280400,n/a,n/a,n/a,126000,n/a,n/a,,n/a,n/a,,,,25730,n/a,n/a,n/a,,,60262,n/a,n/a,n/a,,,17040,,,,,n/a,n/a,n/a,,,13091,n/a,n/a,n/a,,,231416,n/a,n/a,n/a,,,31557,1482,3951,2799,,,,,8232,n/a,n/a,n/a,9926,,,,,n/a,n/a,n/a,2925,,,,,,n/a,n/a,n/a,,,8704,,,,,1044,,,,2660,n/a,n/a,,n/a,,,,8395,n/a,n/a,n/a,11700,,,,,,,,,,,,,n/a,,,,,839082
1995|ABC,30380,15310,,16310,62000,,,,,,3360,65360,20100,45650,3450,69200,2600,8600,,4100,6200,,,,21500,26280,23140,2850,,,52270,670,8150,5770,,,14590,,,,,1350,7050,2810,,,11210,28400,141290,28440,,,198130,8880,17170,2740,,,28790,1180,3130,2220,,,,,6530,640,4610,20,5270,,,,,170,1210,530,1910,,,,,,910,3200,1080,,,5190,,,,,580,,,,1900,180,1170,,5760,,,,7110,n/a,n/a,n/a,3240,,,,,,,,,,,,,n/a,,,,,492780
1995|TAC,30380,15310,,16310,62000,,,,,,3360,65360,20100,45650,3450,69200,2600,8600,,4100,6200,,,,21500,4500,12950,1180,,,18630,460,7500,3120,,,11080,,,,,800,7050,1840,,,9690,5000,25000,5000,,,35000,2000,5000,2740,,,9740,1014,2702,1914,,,,,5630,640,4610,20,5270,,,,,170,1210,530,1910,,,,,,910,3200,1080,,,5190,,,,,580,,,,1900,55,370,,1810,,,,2235,2310,925,5,3240,,,,,,,,,,,,,13308,,,,,279463
1994|OFL,n/a,230000,,n/a,n/a,,,,,,16400,246600,n/a,n/a,n/a,71100,n/a,n/a,,n/a,n/a,,,,31700,n/a,n/a,n/a,,,44670,n/a,n/a,n/a,,,19280,,,,,n/a,n/a,n/a,,,13960,n/a,n/a,n/a,,,275930,n/a,n/a,n/a,,,39310,880,1100,1960,,,,,3940,n/a,n/a,n/a,10360,,,,,n/a,n/a,n/a,2900,,,,,,n/a,n/a,n/a,,,11550,,,,,1680,,,,1440,n/a,n/a,,n/a,,,,9850,n/a,n/a,n/a,19040,,,,,,,,,,,,,n/a,,,,,803110
1994|ABC,22130,23870,,56000,102000,,,,,,7300,109300,16630,31250,2520,50400,2290,11220,,4850,7140,,,,25500,20290,12950,1180,,,34420,460,12930,3120,,,16510,,,,,800,9310,1840,,,11950,28590,186270,21380,,,236240,9120,23080,3650,,,35850,680,850,1500,,,,,3030,1000,4720,40,5760,,,,,100,1290,570,1960,,,,,,1030,4550,1310,,,6890,,,,,960,,,,1180,330,1640,,6330,,,,8300,n/a,n/a,n/a,4800,,,,,,,,,,,,,n/a,,,,,553050
1994|TAC,22130,23870,,56000,102000,,,,,,7300,109300,16630,31250,2520,50400,2290,11220,,4850,7140,,,,25500,4500,12950,1180,,,18630,460,7500,3120,,,11080,,,,,800,7500,1840,,,10140,5000,20000,5000,,,30000,2000,5000,3000,,,10000,571,714,1265,,,,,2550,1000,4720,40,5760,,,,,100,1290,570,1960,,,,,,1030,4550,1310,,,6890,,,,,960,,,,1180,199,988,,1048,,,,2235,2500,1000,5,3505,,,,,,,,,,,,,14505,,,,,304595
1993|OFL,n/a,n/a,,n/a,286000,,,,,,9020,295020,n/a,n/a,n/a,78100,n/a,n/a,,n/a,n/a,,,,27750,n/a,n/a,n/a,,,70860,n/a,n/a,n/a,,,59650,,,,,,,,,,,n/a,n/a,n/a,,,451690,n/a,n/a,n/a,,,64780,n/a,n/a,n/a,,,,,3378,n/a,n/a,n/a,10360,,,,,n/a,n/a,n/a,2900,,,,,,n/a,n/a,n/a,,,11300,,,,,1600,,,,1441,n/a,n/a,,n/a,,,,9850,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,,,,,1088679
1993|ABC,34068,36737,,86195,157000,,,,,,3400,160400,18700,35200,2800,56700,2030,9610,,3830,5430,,,,20900,27480,21260,1740,,,50480,2020,35580,7930,,,45530,,,,,,,,,,,38880,253330,29080,,,321290,12580,31830,5040,,,49450,753,949,1676,,,,,3378,1000,4720,40,5760,,,,,100,1290,570,1960,,,,,,1010,4450,1280,,,6740,,,,,800,,,,1180,330,1640,,6330,,,,8300,,,,,,,,,,,,,,n/a,n/a,n/a,n/a,,,,,732868
1993|TAC,24087,25974,,60939,111000,,,,,,3400,114400,18700,35200,2800,56700,2030,9610,,3830,5430,,,,20900,4500,10000,1740,,,16240,1740,15000,3000,,,19740,,,,,,,,,,,5000,20000,5000,,,30000,2000,5000,3000,,,10000,341,949,1270,,,,,2560,1000,4720,40,5760,,,,,90,1161,513,1764,,,,,,1010,4450,1280,,,6740,,,,,800,,,,1062,214,1064,,4105,,,,5383,,,,,,,,,,,,,,3053,9721,1828,14602,,,,,306651
1992|OFL,n/a,n/a,,n/a,219000,,,,,,8900,227900,n/a,n/a,n/a,87600,n/a,n/a,,n/a,n/a,,,,28200,n/a,n/a,n/a,,,70900,n/a,n/a,n/a,,,51500,,,,,,,,,,,n/a,n/a,n/a,,,427000,n/a,n/a,n/a,,,63100,n/a,n/a,n/a,,,,,5730,,,,,,,,,n/a,n/a,n/a,2900,,,,,,n/a,n/a,n/a,,,11360,,,,,732,,,,2440,n/a,n/a,,n/a,,,,20710,,,,,,,,,,,,,,,,,n/a,,,,,1000072
1992|ABC,n/a,n/a,,n/a,96000,,,,,,3400,99400,23500,39000,1000,63500,2500,9570,,3740,4990,,,,20800,27480,21260,1740,,,50480,1740,33550,3990,,,39280,,,,,,,,,,,38880,253320,11680,,,303880,12580,31990,3710,,,48280,1620,1720,2390,,,,,5730,,,,,,,,,100,1290,570,1960,,,,,,1212,4393,1281,,,6886,,,,,550,,,,1798,1390,6510,,6160,,,,14060,,,,,,,,,,,,,,,,,n/a,,,,,656604
1992|TAC,19320,18480,,46200,84000,,,,,,3400,87400,23500,39000,1000,63500,2500,9570,,3740,4990,,,,20800,3000,7000,1740,,,11740,1740,15000,3000,,,19740,,,,,,,,,,,5000,15000,5000,,,25000,2000,5000,3000,,,10000,1470,1561,2169,,,,,5200,,,,,,,,,100,1290,570,1960,,,,,,1212,4393,1281,,,6886,,,,,550,,,,1798,1390,6510,,6160,,,,14060,,,,,,,,,,,,,,,,,13432,,,,,282066
1991|OFL,,,n/a,n/a,n/a,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,,,n/a,,n/a,n/a,n/a,n/a,,,n/a,n/a,n/a,n/a,,,n/a,,,,,,,,,,,n/a,n/a,n/a,,,n/a,n/a,n/a,n/a,,,n/a,n/a,n/a,n/a,,,,,n/a,,,,,,,,,n/a,n/a,n/a,n/a,,,,,,n/a,n/a,n/a,,,n/a,,,,,n/a,,,,n/a,n/a,n/a,,n/a,,,,n/a,,,,,,,,,,,,,,,,,n/a,,,,,n/a
1991|ABC,,,50000,50000,100000,,,,,,3400,103400,30000,45000,2900,77900,2925,10575,,4050,,,4950,,22500,48800,22200,3000,,,74000,2000,38900,9600,,,50500,,,,,,,,,,,40800,272100,27200,,,340100,12600,32700,5000,,,50300,n/a,n/a,n/a,,,,,5800,,,,,,,,,n/a,n/a,n/a,2000,,,,,,n/a,n/a,n/a,,,4800,,,,,445,,,,1798,n/a,n/a,,n/a,,,,10100,,,,,,,,,,,,,,,,,n/a,,,,,743643
1991|TAC,,,50000,50000,100000,,,,,,3400,103400,30000,45000,2900,77900,2925,10575,,4050,,,4950,,22500,3000,7000,2000,,,12000,2000,10000,3000,,,15000,,,,,,,,,,,5000,10000,5000,,,20000,2000,5000,3000,,,10000,1624,1798,2378,,,,,5800,,,,,,,,,100,1320,580,2000,,,,,,800,3100,900,,,4800,,,,,425,,,,1398,1212,5454,,3434,,,,10100,,,,,,,,,,,,,,,,,15766,,,,,301089
1990|OFL,,,,,n/a,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,,,n/a,,n/a,n/a,n/a,n/a,,,n/a,n/a,n/a,n/a,,,n/a,,,,,,,,,,,n/a,n/a,n/a,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,,,n/a,,,,,n/a,,,,n/a,n/a,n/a,,n/a,,,,n/a,,,,,,,,,,,,,,,,,n/a,,,,,n/a
1990|ABC,,,,,63750,6250,,,,,3400,73400,29500,59500,1000,90000,3800,11800,,4600,,,6000,,26200,30200,52200,2100,,,84500,16300,77700,14400,,,108400,,,,,,,,,,,27000,141000,26600,,,194600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,5800,1000,,,8200,,,,,n/a,,,,3800,4300,7700,,5700,,,,17700,,,,,,,,,,,,,,,,,n/a,,,,,606800
1990|TAC,,,,,63750,6250,,,,,3400,73400,29500,59500,1000,90000,3770,11700,,4550,,,5980,,26000,3570,6180,250,,,10000,3650,15300,3050,,,22000,,,,,,,,,,,4450,23170,4380,,,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,5800,1000,,,8200,,,,,470,,,,3800,4300,7700,,5700,,,,17700,,,,,,,,,,,,,,,,,14179,,,,,297749
1989|OFL,,,,,n/a,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,,,n/a,,n/a,,,,,,,,,,,,,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,,,n/a,,,,,n/a,,,,n/a,n/a,n/a,,n/a,,,,n/a,,,,,,,,,,,,,,,,,n/a,,,,,n/a
1989|ABC,,,,,60000,n/a,,,,,3400,63400,13500,52000,5700,71200,4900,13900,,5300,,,6800,,30900,,,,,,,,,,,,,111500,384300,58900,554700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4800,800,,,6600,,,,,n/a,,,,3800,5774,8452,,5774,,,,20000,,,,,,,,,,,,,,,,,n/a,,,,,750600
1989|TAC,,,,,53750,6250,,,,,200,60200,13500,52000,5700,71200,3770,11700,,4550,,,5980,,26000,,,,,,,,,,,,,3200,31800,1000,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2400,400,,,3300,,,,,420,,,,3800,5774,8452,,5774,,,,20000,,,,,,,,,,,,,,,,,11046,,,,,231966
1988|OFL,,,,,n/a,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,,,n/a,,n/a,,,,,,,,,,,,,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,,,n/a,,,,,n/a,,,,n/a,n/a,n/a,,n/a,,,,n/a,,,,,,,,,,,,,,,,,n/a,,,,,n/a
1988|ABC,,,,,90000,,,,,,3000,93000,19000,73000,7000,99000,5075,15680,,6125,,,8120,,35000,,,,,,,,,,,,,142650,538280,86770,767700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,2350,400,,,3300,,,,,n/a,,,,3750,4850,7100,,4850,,,,16800,,,,,,,,,,,,,,,,,n/a,,,,,1018550
1988|TAC,,,,,90000,,,,,,3000,93000,19000,60800,200,80000,4060,12540,,4900,,,6500,,28000,,,,,,,,,,,,,1600,21300,100,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,2350,400,,,3300,,,,,660,,,,3750,4850,7100,,4850,,,,16800,,,,,,,,,,,,,,,,,12426,,,,,260936
1987|OFL,,,,,n/a,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,,,n/a,,n/a,,,,,,,,,,,,,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,n/a,,,n/a,,n/a
1987|ABC,,,,,UN,UN,,,,,UN,UN,UN,UN,UN,UN,UN,UN,,UN,,,UN,,UN,,,,,,,,,,,,,UN,UN,UN,UN,,,,,,,,,,,,,,,,,,,UN,UN,UN,,,,,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,UN,UN,UN,UN,UN,UN,UN,,,,,,,,,,,,,UN,,,UN,,UN
1987|TAC (TQ),,,,,84000,20000,,,,,4000,108000,15000,33000,2000,50000,3000,8800,,4000,,,4200,,20000,,,,,,,,,,,,,3000,5500,500,9000,,,,,,,,,,,,,,,,,,,1500,1500,2000,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,,,,,,1250,4000,5250,100,100,40,240,,,,,,,,,,,,,10312,,,5000,,216552
1986|OFL,,,,,n/a,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,,,n/a,,,,,,,,,,,,,n/a,n/a,n/a,n/a,,,,,,,,,,,,,,,,,,,n/a,n/a,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,,,,n/a,,,n/a,,n/a
1986|ABC,,,,,UN,UN,,,,,UN,UN,UN,UN,UN,UN,UN,UN,,UN,UN,UN,,,UN,,,,,,,,,,,,,UN,UN,UN,UN,,,,,,,,,,,,,,,,,,,UN,UN,UN,,,,,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,UN,UN,UN,UN,UN,UN,UN,,,,,,,,,,,,,UN,,,UN,,UN
1986|TAC (DAH),,,,,289000,"45,000",,,,,13280,"302,280",13248,26832,7920,48000,1670,3060,,1680,"1,435","1,135",,,"8,980",,,,,,,,,,,,,8320,11770,6720,26810,,,,,,,,,,,,,,,,,,,1302,3906,875,,,,,6083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,600,4400,5000,3752,400,80,4232,,,,,,,,,,,,,17968,,,4000,,"426,353"
